image_id	direction	image_path	processed	left_top_x	left_top_y	right_top_x	right_top_y	left_middle_x	left_middle_y	right_middle_x	right_middle_y	left_bottom_x	left_bottom_y	right_bottom_x	right_bottom_y	get_from	shashu	create_at	update_at
12	left	images/left_resize/000920160408_l_300_400.jpg	1	128.00000	116.00000	134.00000	120.00000	105.00000	160.00000	112.00000	166.00000	79.00000	217.00000	83.00000	220.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
13	left	images/left_resize/000920160525_l_300_400.jpg	1	115.00000	112.00000	120.00000	114.00000	90.00000	158.00000	97.00000	166.00000	57.00000	224.00000	63.00000	228.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
14	left	images/left_resize/000920160826_l_300_400.jpg	1	115.00000	90.00000	120.00000	94.00000	89.00000	142.00000	93.00000	150.00000	55.00000	209.00000	62.00000	214.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
15	left	images/left_resize/001020160525_l_300_400.jpg	1	122.00000	116.00000	127.00000	120.00000	98.00000	163.00000	104.00000	169.00000	67.00000	226.00000	73.00000	230.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
16	left	images/left_resize/001020160624_l_300_400.jpg	1	125.00000	91.00000	131.00000	96.00000	94.00000	150.00000	101.00000	157.00000	56.00000	213.00000	63.00000	219.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
17	left	images/left_resize/001020160722_l_300_400.jpg	1	138.00000	120.00000	144.00000	125.00000	115.00000	164.00000	123.00000	169.00000	85.00000	217.00000	92.00000	221.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
18	left	images/left_resize/001020160928_l_300_400.jpg	1	120.00000	103.00000	125.00000	107.00000	92.00000	153.00000	99.00000	160.00000	60.00000	216.00000	68.00000	222.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
19	left	images/left_resize/001120160617_l_300_400.jpg	1	115.00000	112.00000	120.00000	117.00000	91.00000	162.00000	101.00000	167.00000	63.00000	218.00000	70.00000	225.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
20	left	images/left_resize/001120160715_l_300_400.jpg	1	141.00000	109.00000	147.00000	114.00000	115.00000	158.00000	121.00000	165.00000	81.00000	218.00000	87.00000	224.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
21	left	images/left_resize/001120160729_l_300_400.jpg	1	100.00000	110.00000	107.00000	114.00000	77.00000	161.00000	83.00000	163.00000	48.00000	214.00000	55.00000	221.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
22	left	images/left_resize/001120160803_l_300_400.jpg	1	116.00000	118.00000	123.00000	121.00000	90.00000	170.00000	97.00000	177.00000	56.00000	243.00000	63.00000	248.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
23	left	images/left_resize/001220151223_l_300_400.jpg	1	161.00000	130.00000	165.00000	133.00000	137.00000	176.00000	144.00000	181.00000	112.00000	228.00000	119.00000	233.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
24	left	images/left_resize/001220160715_l_300_400.jpg	1	139.00000	114.00000	143.00000	117.00000	120.00000	151.00000	125.00000	155.00000	86.00000	217.00000	91.00000	222.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
25	left	images/left_resize/001220160722_l_300_400.jpg	1	112.00000	116.00000	117.00000	121.00000	87.00000	163.00000	95.00000	170.00000	63.00000	219.00000	69.00000	223.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
26	left	images/left_resize/001220160729_l_300_400.jpg	1	133.00000	110.00000	138.00000	114.00000	108.00000	158.00000	115.00000	164.00000	80.00000	215.00000	87.00000	217.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
27	left	images/left_resize/001220160805_l_300_400.jpg	1	106.00000	122.00000	112.00000	129.00000	85.00000	164.00000	91.00000	168.00000	63.00000	210.00000	69.00000	214.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
28	left	images/left_resize/001220161125_l_300_400.jpg	1	110.00000	90.00000	115.00000	94.00000	82.00000	145.00000	89.00000	150.00000	50.00000	209.00000	56.00000	214.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
29	left	images/left_resize/001320160824_l_300_400.jpg	1	137.00000	112.00000	142.00000	117.00000	109.00000	168.00000	115.00000	174.00000	79.00000	226.00000	85.00000	231.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
30	left	images/left_resize/001320160916_l_300_400.jpg	1	147.00000	116.00000	151.00000	122.00000	121.00000	162.00000	125.00000	166.00000	84.00000	222.00000	89.00000	226.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
31	left	images/left_resize/001520160212_l_300_400.jpg	1	103.00000	118.00000	108.00000	121.00000	80.00000	162.00000	87.00000	169.00000	53.00000	219.00000	59.00000	224.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
32	left	images/left_resize/001620161125_l_300_400.jpg	1	117.00000	114.00000	119.00000	118.00000	91.00000	162.00000	99.00000	167.00000	62.00000	218.00000	68.00000	223.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
33	left	images/left_resize/001720160615_l_300_400.jpg	1	117.00000	114.00000	122.00000	118.00000	91.00000	164.00000	99.00000	172.00000	59.00000	232.00000	66.00000	237.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
34	left	images/left_resize/001920160504_l_300_400.jpg	1	115.00000	94.00000	119.00000	98.00000	90.00000	141.00000	94.00000	147.00000	55.00000	210.00000	61.00000	216.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
35	left	images/left_resize/001920160506_l_300_400.jpg	1	143.00000	110.00000	147.00000	114.00000	117.00000	157.00000	123.00000	160.00000	84.00000	211.00000	90.00000	218.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
36	left	images/left_resize/001920160610_l_300_400.jpg	1	135.00000	111.00000	140.00000	115.00000	111.00000	153.00000	116.00000	159.00000	77.00000	211.00000	82.00000	216.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
37	left	images/left_resize/002220160708_l_300_400.jpg	1	141.00000	104.00000	146.00000	108.00000	119.00000	150.00000	124.00000	154.00000	87.00000	212.00000	92.00000	217.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
38	left	images/left_resize/002220161118_l_300_400.jpg	1	139.00000	114.00000	144.00000	119.00000	113.00000	162.00000	119.00000	166.00000	83.00000	221.00000	88.00000	226.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
39	left	images/left_resize/002320160727_l_300_400.jpg	1	99.00000	118.00000	107.00000	126.00000	81.00000	161.00000	89.00000	166.00000	57.00000	214.00000	63.00000	219.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
40	left	images/left_resize/002520160727_l_300_400.jpg	1	117.00000	84.00000	122.00000	88.00000	89.00000	139.00000	96.00000	145.00000	56.00000	208.00000	61.00000	213.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
41	left	images/left_resize/002720160803_l_300_400.jpg	1	130.00000	115.00000	134.00000	121.00000	98.00000	166.00000	104.00000	174.00000	63.00000	229.00000	69.00000	234.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
42	left	images/left_resize/002820160624_l_300_400.jpg	1	99.00000	116.00000	103.00000	118.00000	76.00000	159.00000	82.00000	167.00000	47.00000	223.00000	52.00000	228.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
43	left	images/left_resize/003020160907_l_300_400.jpg	1	120.00000	112.00000	123.00000	114.00000	92.00000	166.00000	100.00000	171.00000	63.00000	231.00000	67.00000	234.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
44	left	images/left_resize/003020161012_l_300_400.jpg	1	110.00000	114.00000	114.00000	118.00000	84.00000	166.00000	90.00000	170.00000	52.00000	234.00000	58.00000	237.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
45	left	images/left_resize/003020161109_l_300_400.jpg	1	137.00000	114.00000	141.00000	119.00000	96.00000	182.00000	102.00000	188.00000	71.00000	224.00000	77.00000	230.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
46	left	images/left_resize/003020161207_l_300_400.jpg	1	132.00000	113.00000	137.00000	117.00000	103.00000	169.00000	111.00000	174.00000	75.00000	230.00000	80.00000	234.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
47	left	images/left_resize/003120160916_l_300_400.jpg	1	122.00000	114.00000	126.00000	118.00000	99.00000	163.00000	105.00000	167.00000	71.00000	220.00000	76.00000	222.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
48	left	images/left_resize/003120160928_l_300_400.jpg	1	99.00000	141.00000	107.00000	146.00000	80.00000	181.00000	89.00000	187.00000	56.00000	229.00000	63.00000	233.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
49	left	images/left_resize/003220161019_l_300_400.jpg	1	133.00000	155.00000	138.00000	159.00000	112.00000	195.00000	118.00000	202.00000	91.00000	237.00000	97.00000	242.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
50	left	images/left_resize/003820160210_l_300_400.jpg	1	99.00000	151.00000	105.00000	156.00000	83.00000	186.00000	88.00000	191.00000	62.00000	227.00000	68.00000	232.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
51	left	images/left_resize/003820161209_l_300_400.jpg	9	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
52	left	images/left_resize/003920160401_l_300_400.jpg	1	127.00000	114.00000	132.00000	117.00000	103.00000	163.00000	111.00000	168.00000	73.00000	219.00000	79.00000	223.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
53	left	images/left_resize/004120160120_l_300_400.jpg	1	124.00000	108.00000	131.00000	114.00000	97.00000	167.00000	103.00000	170.00000	67.00000	227.00000	74.00000	230.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
54	left	images/left_resize/004220160203_l_300_400.jpg	1	123.00000	109.00000	129.00000	114.00000	91.00000	168.00000	98.00000	170.00000	63.00000	223.00000	67.00000	226.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
55	left	images/left_resize/004220160629_l_300_400.jpg	1	121.00000	114.00000	127.00000	117.00000	98.00000	167.00000	103.00000	170.00000	69.00000	228.00000	74.00000	234.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
56	left	images/left_resize/004220160923_l_300_400.jpg	1	127.00000	111.00000	133.00000	115.00000	105.00000	157.00000	112.00000	164.00000	75.00000	218.00000	81.00000	223.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
57	left	images/left_resize/004220161021_l_300_400.jpg	1	130.00000	113.00000	135.00000	117.00000	102.00000	166.00000	108.00000	172.00000	75.00000	221.00000	81.00000	225.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
58	left	images/left_resize/004320160511_l_300_400.jpg	1	110.00000	109.00000	117.00000	113.00000	83.00000	166.00000	91.00000	174.00000	55.00000	226.00000	63.00000	234.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
59	left	images/left_resize/004320161007_l_300_400.jpg	1	121.00000	124.00000	128.00000	129.00000	95.00000	171.00000	101.00000	177.00000	73.00000	218.00000	79.00000	224.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
60	left	images/left_resize/004420161109_l_300_400.jpg	1	116.00000	112.00000	122.00000	117.00000	93.00000	159.00000	99.00000	166.00000	56.00000	230.00000	64.00000	238.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
61	left	images/left_resize/004520161102_l_300_400.jpg	1	118.00000	120.00000	123.00000	123.00000	94.00000	168.00000	99.00000	173.00000	64.00000	231.00000	71.00000	235.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
62	left	images/left_resize/004520161125_l_300_400.jpg	1	96.00000	144.00000	100.00000	150.00000	75.00000	185.00000	80.00000	188.00000	55.00000	226.00000	60.00000	230.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
63	left	images/left_resize/004820160708_l_300_400.jpg	1	116.00000	112.00000	121.00000	115.00000	92.00000	168.00000	99.00000	172.00000	67.00000	225.00000	75.00000	230.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
64	left	images/left_resize/004820161116_l_300_400.jpg	1	107.00000	117.00000	113.00000	120.00000	87.00000	172.00000	91.00000	175.00000	62.00000	231.00000	68.00000	236.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
65	left	images/left_resize/004920160608_l_300_400.jpg	1	141.00000	117.00000	148.00000	121.00000	113.00000	163.00000	118.00000	167.00000	75.00000	225.00000	79.00000	227.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
66	left	images/left_resize/004920161130_l_300_400.jpg	1	133.00000	102.00000	136.00000	105.00000	102.00000	164.00000	109.00000	169.00000	70.00000	228.00000	75.00000	231.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
67	left	images/left_resize/005120160129_l_300_400.jpg	9	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
68	left	images/left_resize/005220160129_l_300_400.jpg	1	118.00000	122.00000	124.00000	126.00000	95.00000	168.00000	103.00000	173.00000	70.00000	222.00000	75.00000	226.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
69	left	images/left_resize/005220160224_l_300_400.jpg	1	111.00000	124.00000	116.00000	129.00000	89.00000	171.00000	93.00000	175.00000	66.00000	218.00000	70.00000	222.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
70	left	images/left_resize/005320160504_l_300_400.jpg	1	123.00000	113.00000	129.00000	115.00000	100.00000	165.00000	103.00000	167.00000	70.00000	222.00000	75.00000	225.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
71	left	images/left_resize/005320161007_l_300_400.jpg	1	110.00000	92.00000	114.00000	96.00000	86.00000	140.00000	91.00000	144.00000	51.00000	207.00000	57.00000	212.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
72	left	images/left_resize/005420160106_l_300_400.jpg	1	118.00000	110.00000	122.00000	113.00000	89.00000	166.00000	94.00000	170.00000	61.00000	223.00000	64.00000	226.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
73	left	images/left_resize/005420160518_l_300_400.jpg	1	115.00000	121.00000	123.00000	124.00000	97.00000	159.00000	102.00000	163.00000	64.00000	226.00000	71.00000	231.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
74	left	images/left_resize/005420160812_l_300_400.jpg	1	114.00000	113.00000	120.00000	117.00000	99.00000	161.00000	107.00000	163.00000	83.00000	217.00000	90.00000	220.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
75	left	images/left_resize/005420161123_l_300_400.jpg	1	123.00000	112.00000	127.00000	114.00000	101.00000	158.00000	107.00000	166.00000	71.00000	225.00000	77.00000	228.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
76	left	images/left_resize/005520160323_l_300_400.jpg	1	122.00000	112.00000	126.00000	115.00000	95.00000	166.00000	100.00000	170.00000	67.00000	226.00000	74.00000	230.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
77	left	images/left_resize/005620160420_l_300_400.jpg	1	112.00000	119.00000	117.00000	122.00000	84.00000	174.00000	89.00000	178.00000	65.00000	218.00000	70.00000	222.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
78	left	images/left_resize/005620160803_l_300_400.jpg	1	139.00000	102.00000	143.00000	104.00000	112.00000	157.00000	119.00000	162.00000	81.00000	222.00000	85.00000	226.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
79	left	images/left_resize/005820160106_l_300_400.jpg	1	119.00000	111.00000	127.00000	114.00000	99.00000	160.00000	103.00000	165.00000	64.00000	224.00000	72.00000	231.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
80	left	images/left_resize/005820160713_l_300_400.jpg	1	112.00000	114.00000	116.00000	117.00000	89.00000	165.00000	92.00000	168.00000	57.00000	230.00000	61.00000	232.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
81	left	images/left_resize/005920160810_l_300_400.jpg	1	106.00000	102.00000	110.00000	104.00000	84.00000	151.00000	89.00000	155.00000	51.00000	221.00000	55.00000	225.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
82	left	images/left_resize/005920161012_l_300_400.jpg	1	122.00000	114.00000	128.00000	118.00000	103.00000	157.00000	107.00000	161.00000	69.00000	228.00000	73.00000	232.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
83	left	images/left_resize/006020160120_l_300_400.jpg	1	108.00000	130.00000	113.00000	135.00000	87.00000	181.00000	91.00000	185.00000	63.00000	228.00000	67.00000	232.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
84	left	images/left_resize/006020160610_l_300_400.jpg	1	114.00000	135.00000	121.00000	140.00000	95.00000	175.00000	98.00000	179.00000	70.00000	224.00000	75.00000	227.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
85	left	images/left_resize/006020160727_l_300_400.jpg	1	118.00000	110.00000	123.00000	113.00000	95.00000	157.00000	100.00000	162.00000	63.00000	224.00000	67.00000	228.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
86	left	images/left_resize/006120160203_l_300_400.jpg	1	123.00000	120.00000	128.00000	123.00000	99.00000	170.00000	104.00000	174.00000	75.00000	226.00000	80.00000	229.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
87	left	images/left_resize/006120160224_l_300_400.jpg	1	127.00000	111.00000	131.00000	115.00000	102.00000	165.00000	107.00000	171.00000	71.00000	230.00000	76.00000	232.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
88	left	images/left_resize/006120160916_l_300_400.jpg	9	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
89	left	images/left_resize/006220160706_l_300_400.jpg	1	116.00000	116.00000	120.00000	121.00000	89.00000	170.00000	94.00000	174.00000	61.00000	228.00000	67.00000	231.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
90	left	images/left_resize/006320160106_l_300_400.jpg	1	107.00000	86.00000	113.00000	90.00000	83.00000	138.00000	91.00000	144.00000	52.00000	210.00000	57.00000	213.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
91	left	images/left_resize/006320160713_l_300_400.jpg	1	135.00000	126.00000	140.00000	130.00000	113.00000	167.00000	120.00000	173.00000	89.00000	218.00000	94.00000	221.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
92	left	images/left_resize/006320161207_l_300_400.jpg	1	109.00000	118.00000	114.00000	121.00000	87.00000	166.00000	95.00000	172.00000	59.00000	227.00000	66.00000	232.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
93	left	images/left_resize/006420160629_l_300_400.jpg	1	129.00000	112.00000	133.00000	114.00000	105.00000	164.00000	109.00000	168.00000	74.00000	226.00000	79.00000	230.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
94	left	images/left_resize/006520160504_l_300_400.jpg	1	103.00000	132.00000	107.00000	136.00000	87.00000	166.00000	91.00000	170.00000	55.00000	229.00000	61.00000	232.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
95	left	images/left_resize/006520160803_l_300_400.jpg	1	107.00000	118.00000	112.00000	120.00000	86.00000	164.00000	90.00000	168.00000	55.00000	226.00000	60.00000	230.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
96	left	images/left_resize/006620160413_l_300_400.jpg	1	115.00000	114.00000	119.00000	118.00000	91.00000	159.00000	95.00000	163.00000	59.00000	218.00000	63.00000	222.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
97	left	images/left_resize/006620160601_l_300_400.jpg	1	125.00000	110.00000	130.00000	115.00000	97.00000	169.00000	103.00000	174.00000	71.00000	228.00000	76.00000	231.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
98	left	images/left_resize/006720160406_l_300_400.jpg	9	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
99	left	images/left_resize/006820160302_l_300_400.jpg	1	108.00000	111.00000	111.00000	114.00000	80.00000	163.00000	88.00000	167.00000	56.00000	222.00000	60.00000	226.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
100	left	images/left_resize/006820160413_l_300_400.jpg	1	105.00000	114.00000	112.00000	117.00000	80.00000	166.00000	86.00000	170.00000	56.00000	226.00000	60.00000	228.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
101	left	images/left_resize/007220160203_l_300_400.jpg	9	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
102	left	images/left_resize/007320160525_l_300_400.jpg	1	113.00000	110.00000	118.00000	114.00000	92.00000	153.00000	98.00000	156.00000	65.00000	213.00000	71.00000	218.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
103	left	images/left_resize/007420160826_l_300_400.jpg	1	116.00000	156.00000	122.00000	160.00000	98.00000	194.00000	102.00000	198.00000	79.00000	231.00000	83.00000	234.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
104	left	images/left_resize/007520151223_l_300_400.jpg	1	110.00000	112.00000	114.00000	115.00000	88.00000	158.00000	94.00000	163.00000	55.00000	227.00000	64.00000	230.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
105	left	images/left_resize/007520160413_l_300_400.jpg	1	120.00000	113.00000	125.00000	116.00000	98.00000	162.00000	101.00000	166.00000	64.00000	227.00000	72.00000	230.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
106	left	images/left_resize/007620160203_l_300_400.jpg	1	113.00000	110.00000	118.00000	114.00000	89.00000	162.00000	93.00000	167.00000	60.00000	226.00000	64.00000	230.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
107	left	images/left_resize/007720160427_l_300_400.jpg	1	123.00000	114.00000	127.00000	118.00000	100.00000	161.00000	104.00000	166.00000	68.00000	227.00000	73.00000	232.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
108	left	images/left_resize/007720160701_l_300_400.jpg	1	116.00000	89.00000	120.00000	92.00000	89.00000	143.00000	96.00000	150.00000	60.00000	206.00000	64.00000	210.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
109	left	images/left_resize/007820160817_l_300_400.jpg	1	120.00000	114.00000	126.00000	117.00000	95.00000	168.00000	99.00000	172.00000	67.00000	227.00000	72.00000	232.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
110	left	images/left_resize/007920161130_l_300_400.jpg	1	108.00000	93.00000	113.00000	98.00000	81.00000	147.00000	90.00000	153.00000	54.00000	210.00000	60.00000	214.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
111	left	images/left_resize/008120160720_l_300_400.jpg	1	133.00000	114.00000	137.00000	116.00000	109.00000	164.00000	116.00000	169.00000	84.00000	216.00000	89.00000	223.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
112	left	images/left_resize/008220160727_l_300_400.jpg	1	155.00000	126.00000	161.00000	130.00000	136.00000	174.00000	141.00000	177.00000	106.00000	230.00000	112.00000	233.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
113	left	images/left_resize/008320161209_l_300_400.jpg	1	120.00000	120.00000	126.00000	126.00000	98.00000	159.00000	105.00000	169.00000	71.00000	218.00000	77.00000	222.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
114	left	images/left_resize/008420160108_l_300_400.jpg	9	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	bds	sr400	2017-01-10 00:00:00	2017-01-10 00:00:00
